Combination,index,Clients,Global Accuracy,Trial,Max Iter or Depth,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Client 11 Accuracy,Client 12 Accuracy,Client 13 Accuracy,Client 14 Accuracy,Client 15 Accuracy,Client 16 Accuracy,Client 17 Accuracy,Client 18 Accuracy,Client 19 Accuracy,Client 20 Accuracy,Client 21 Accuracy,Client 22 Accuracy,Client 23 Accuracy,Client 24 Accuracy,Client 25 Accuracy,n_clients
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9066232356134636,15,10,0.8165038002171553,0.8447339847991314,0.8588490770901195,0.7871878393051032,0.8425624321389794,0.8230184581976113,0.8469055374592834,0.8458197611292074,0.8577633007600435,0.8610206297502715,0.8425624321389794,0.7991313789359392,0.8403908794788274,0.8393051031487514,0.8555917480998915,0.8414766558089034,0.8382193268186754,0.8317046688382194,0.8230184581976113,0.7850162866449512,0.8729641693811075,0.7861020629750272,0.8338762214983714,0.8317046688382194,0.8382193268186754,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9185667752442996,16,10,0.8241042345276873,0.8067318132464713,0.8414766558089034,0.8251900108577633,0.8436482084690554,0.7861020629750272,0.8186753528773073,0.8110749185667753,0.8849077090119435,0.7719869706840391,0.8241042345276873,0.8534201954397395,0.8349619978284474,0.8360477741585234,0.7828447339847991,0.8349619978284474,0.8327904451682954,0.8740499457111836,0.8469055374592834,0.8425624321389794,0.8165038002171553,0.8490770901194354,0.8414766558089034,0.7752442996742671,0.8751357220412594,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9109663409337676,17,10,0.8273615635179153,0.8631921824104235,0.8067318132464713,0.8762214983713354,0.8360477741585234,0.8132464712269273,0.8099891422366993,0.8251900108577633,0.8241042345276873,0.8577633007600435,0.8121606948968513,0.8403908794788274,0.8273615635179153,0.8219326818675353,0.7991313789359392,0.8034744842562432,0.8165038002171553,0.7850162866449512,0.8447339847991314,0.8219326818675353,0.8295331161780674,0.8197611292073833,0.8099891422366993,0.8490770901194354,0.8718783930510315,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9120521172638436,18,10,0.8469055374592834,0.8349619978284474,0.8664495114006515,0.8393051031487514,0.8425624321389794,0.8393051031487514,0.8023887079261672,0.8425624321389794,0.8284473398479913,0.8773072747014115,0.8664495114006515,0.8425624321389794,0.8013029315960912,0.8566775244299675,0.8729641693811075,0.8262757871878393,0.8089033659066233,0.7687296416938111,0.8262757871878393,0.8501628664495114,0.8469055374592834,0.7763300760043431,0.8631921824104235,0.7991313789359392,0.8425624321389794,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9261672095548317,19,10,0.7871878393051032,0.8338762214983714,0.8436482084690554,0.8469055374592834,0.8317046688382194,0.8327904451682954,0.8414766558089034,0.8219326818675353,0.8523344191096635,0.8436482084690554,0.8729641693811075,0.7763300760043431,0.8317046688382194,0.8175895765472313,0.8631921824104235,0.8251900108577633,0.8447339847991314,0.8371335504885994,0.8458197611292074,0.8284473398479913,0.8436482084690554,0.8002171552660152,0.8393051031487514,0.8566775244299675,0.8175895765472313,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9218241042345277,20,10,0.8056460369163952,0.8241042345276873,0.8458197611292074,0.8403908794788274,0.8045602605863192,0.7817589576547231,0.8729641693811075,0.8099891422366993,0.750271444082519,0.7958740499457112,0.8078175895765473,0.8360477741585234,0.8425624321389794,0.8664495114006515,0.8089033659066233,0.8132464712269273,0.8208469055374593,0.8545059717698155,0.8718783930510315,0.8675352877307275,0.8197611292073833,0.8317046688382194,0.8089033659066233,0.8577633007600435,0.8577633007600435,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9142236699239956,21,10,0.8284473398479913,0.8631921824104235,0.8360477741585234,0.8555917480998915,0.8110749185667753,0.8251900108577633,0.8773072747014115,0.7937024972855592,0.8458197611292074,0.8382193268186754,0.8284473398479913,0.8143322475570033,0.8512486427795874,0.8143322475570033,0.8165038002171553,0.8110749185667753,0.8545059717698155,0.8740499457111836,0.8360477741585234,0.8186753528773073,0.8262757871878393,0.8099891422366993,0.8349619978284474,0.7882736156351792,0.8327904451682954,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9109663409337676,22,10,0.8859934853420195,0.8327904451682954,0.8154180238870793,0.8186753528773073,0.7839305103148752,0.8414766558089034,0.8371335504885994,0.7926167209554832,0.8621064060803475,0.7926167209554832,0.8403908794788274,0.8479913137893594,0.8208469055374593,0.8610206297502715,0.8631921824104235,0.7806731813246471,0.7709011943539631,0.8056460369163952,0.8577633007600435,0.7817589576547231,0.8545059717698155,0.8045602605863192,0.8197611292073833,0.7871878393051032,0.8523344191096635,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9185667752442996,23,10,0.8338762214983714,0.8317046688382194,0.8165038002171553,0.8664495114006515,0.8490770901194354,0.7926167209554832,0.8338762214983714,0.8338762214983714,0.7839305103148752,0.8284473398479913,0.8208469055374593,0.8197611292073833,0.8501628664495114,0.7839305103148752,0.8110749185667753,0.8002171552660152,0.8327904451682954,0.8262757871878393,0.8186753528773073,0.8859934853420195,0.8273615635179153,0.8002171552660152,0.8034744842562432,0.8501628664495114,0.8078175895765473,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9239956568946797,24,10,0.8664495114006515,0.8816503800217155,0.8664495114006515,0.8230184581976113,0.8219326818675353,0.8197611292073833,0.8034744842562432,0.8436482084690554,0.8718783930510315,0.7893593919652552,0.8545059717698155,0.8425624321389794,0.8610206297502715,0.8403908794788274,0.8881650380021715,0.8034744842562432,0.8501628664495114,0.7687296416938111,0.8013029315960912,0.7839305103148752,0.7926167209554832,0.8490770901194354,0.8175895765472313,0.8631921824104235,0.8262757871878393,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9174809989142236,25,10,0.761129207383279,0.8577633007600435,0.8577633007600435,0.8762214983713354,0.8555917480998915,0.8490770901194354,0.8360477741585234,0.8588490770901195,0.7947882736156352,0.7828447339847991,0.8523344191096635,0.8393051031487514,0.8479913137893594,0.8067318132464713,0.7969598262757872,0.8664495114006515,0.8186753528773073,0.7969598262757872,0.8110749185667753,0.8023887079261672,0.8469055374592834,0.8121606948968513,0.8393051031487514,0.8317046688382194,0.8241042345276873,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9153094462540716,26,10,0.8425624321389794,0.8132464712269273,0.8653637350705755,0.8523344191096635,0.8013029315960912,0.8208469055374593,0.8165038002171553,0.8425624321389794,0.8566775244299675,0.8653637350705755,0.8447339847991314,0.7785016286644951,0.8577633007600435,0.8284473398479913,0.8317046688382194,0.8338762214983714,0.8251900108577633,0.7893593919652552,0.8132464712269273,0.8327904451682954,0.8045602605863192,0.8425624321389794,0.8349619978284474,0.8436482084690554,0.8295331161780674,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9196525515743756,27,10,0.8403908794788274,0.8501628664495114,0.8469055374592834,0.8208469055374593,0.8154180238870793,0.8458197611292074,0.8512486427795874,0.8479913137893594,0.8089033659066233,0.8393051031487514,0.8469055374592834,0.8241042345276873,0.8447339847991314,0.8023887079261672,0.8002171552660152,0.8501628664495114,0.7947882736156352,0.8360477741585234,0.8284473398479913,0.8197611292073833,0.7861020629750272,0.8186753528773073,0.8230184581976113,0.8523344191096635,0.8534201954397395,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9163952225841476,28,10,0.8197611292073833,0.8881650380021715,0.8132464712269273,0.8555917480998915,0.8577633007600435,0.8175895765472313,0.8165038002171553,0.8284473398479913,0.8284473398479913,0.8262757871878393,0.8447339847991314,0.8599348534201955,0.8425624321389794,0.7828447339847991,0.8056460369163952,0.8436482084690554,0.8371335504885994,0.7947882736156352,0.8306188925081434,0.8414766558089034,0.8110749185667753,0.8436482084690554,0.8121606948968513,0.8447339847991314,0.8447339847991314,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9185667752442996,29,10,0.7991313789359392,0.8436482084690554,0.7665580890336591,0.8208469055374593,0.8327904451682954,0.8577633007600435,0.8317046688382194,0.8143322475570033,0.7871878393051032,0.8382193268186754,0.8241042345276873,0.8295331161780674,0.8284473398479913,0.7730727470141151,0.8078175895765473,0.8306188925081434,0.8393051031487514,0.8425624321389794,0.8382193268186754,0.8729641693811075,0.7850162866449512,0.8262757871878393,0.8621064060803475,0.8588490770901195,0.8175895765472313,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9196525515743756,30,10,0.8349619978284474,0.8186753528773073,0.8729641693811075,0.8317046688382194,0.8349619978284474,0.8338762214983714,0.7763300760043431,0.8132464712269273,0.8327904451682954,0.8165038002171553,0.7871878393051032,0.8458197611292074,0.8186753528773073,0.8490770901194354,0.8078175895765473,0.8436482084690554,0.8078175895765473,0.8154180238870793,0.8458197611292074,0.8393051031487514,0.8175895765472313,0.8241042345276873,0.8566775244299675,0.8490770901194354,0.8393051031487514,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9229098805646037,31,10,0.8393051031487514,0.8371335504885994,0.8403908794788274,0.8751357220412594,0.8349619978284474,0.8566775244299675,0.8338762214983714,0.8197611292073833,0.8490770901194354,0.8023887079261672,0.8371335504885994,0.8360477741585234,0.8414766558089034,0.7893593919652552,0.8241042345276873,0.8349619978284474,0.8588490770901195,0.7958740499457112,0.8479913137893594,0.7915309446254072,0.8251900108577633,0.8371335504885994,0.8349619978284474,0.8023887079261672,0.8501628664495114,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9272529858849077,32,10,0.8697068403908795,0.8273615635179153,0.8317046688382194,0.8382193268186754,0.8121606948968513,0.8121606948968513,0.8295331161780674,0.8610206297502715,0.8610206297502715,0.8045602605863192,0.7915309446254072,0.8393051031487514,0.8165038002171553,0.8208469055374593,0.8013029315960912,0.8490770901194354,0.7893593919652552,0.8783930510314875,0.8045602605863192,0.8599348534201955,0.8621064060803475,0.8382193268186754,0.8186753528773073,0.8469055374592834,0.8154180238870793,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9207383279044516,33,10,0.8382193268186754,0.8512486427795874,0.8414766558089034,0.8403908794788274,0.8382193268186754,0.8306188925081434,0.8089033659066233,0.8154180238870793,0.8219326818675353,0.8110749185667753,0.8697068403908795,0.8393051031487514,0.7991313789359392,0.8338762214983714,0.8132464712269273,0.7969598262757872,0.8555917480998915,0.7915309446254072,0.8729641693811075,0.8599348534201955,0.8023887079261672,0.8251900108577633,0.8534201954397395,0.8241042345276873,0.8479913137893594,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9207383279044516,34,10,0.8230184581976113,0.8382193268186754,0.7871878393051032,0.8545059717698155,0.7774158523344191,0.8371335504885994,0.8686210640608035,0.8165038002171553,0.8230184581976113,0.8306188925081434,0.8501628664495114,0.8664495114006515,0.7904451682953312,0.7861020629750272,0.8306188925081434,0.8295331161780674,0.8219326818675353,0.8469055374592834,0.8512486427795874,0.8794788273615635,0.8241042345276873,0.8251900108577633,0.8295331161780674,0.8403908794788274,0.8110749185667753,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9218241042345277,35,10,0.8371335504885994,0.8099891422366993,0.8653637350705755,0.755700325732899,0.8251900108577633,0.8251900108577633,0.8479913137893594,0.8197611292073833,0.8273615635179153,0.8555917480998915,0.8610206297502715,0.8403908794788274,0.8023887079261672,0.8165038002171553,0.8165038002171553,0.8023887079261672,0.8707926167209555,0.8284473398479913,0.8089033659066233,0.8577633007600435,0.8577633007600435,0.8317046688382194,0.8273615635179153,0.8360477741585234,0.8262757871878393,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9272529858849077,36,10,0.8664495114006515,0.7763300760043431,0.8306188925081434,0.8360477741585234,0.8338762214983714,0.7969598262757872,0.8707926167209555,0.8382193268186754,0.8251900108577633,0.8425624321389794,0.8251900108577633,0.8186753528773073,0.7850162866449512,0.8121606948968513,0.8273615635179153,0.8393051031487514,0.8599348534201955,0.8403908794788274,0.8165038002171553,0.7969598262757872,0.8110749185667753,0.7947882736156352,0.8197611292073833,0.8360477741585234,0.8262757871878393,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9294245385450597,37,10,0.7741585233441911,0.8360477741585234,0.8241042345276873,0.8523344191096635,0.8154180238870793,0.8512486427795874,0.8306188925081434,0.8501628664495114,0.8566775244299675,0.8545059717698155,0.8023887079261672,0.7980456026058632,0.8317046688382194,0.8121606948968513,0.7969598262757872,0.8208469055374593,0.8382193268186754,0.8023887079261672,0.8338762214983714,0.8262757871878393,0.8566775244299675,0.8262757871878393,0.8382193268186754,0.8436482084690554,0.8295331161780674,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9207383279044516,38,10,0.8469055374592834,0.7882736156351792,0.8436482084690554,0.8186753528773073,0.8523344191096635,0.8642779587404995,0.8523344191096635,0.8230184581976113,0.8197611292073833,0.8349619978284474,0.8414766558089034,0.8154180238870793,0.8393051031487514,0.8262757871878393,0.8241042345276873,0.8067318132464713,0.8251900108577633,0.8023887079261672,0.8262757871878393,0.8143322475570033,0.8490770901194354,0.8110749185667753,0.8230184581976113,0.8273615635179153,0.8132464712269273,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9229098805646037,39,10,0.8555917480998915,0.8099891422366993,0.8165038002171553,0.8273615635179153,0.8707926167209555,0.8154180238870793,0.7795874049945711,0.8371335504885994,0.8197611292073833,0.8186753528773073,0.8371335504885994,0.8425624321389794,0.8403908794788274,0.8338762214983714,0.8284473398479913,0.8154180238870793,0.8078175895765473,0.8165038002171553,0.7980456026058632,0.8697068403908795,0.8349619978284474,0.8306188925081434,0.8284473398479913,0.8545059717698155,0.8675352877307275,25
1111111111111111111111111,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.9207383279044516,40,10,0.8360477741585234,0.7969598262757872,0.7926167209554832,0.8707926167209555,0.8219326818675353,0.8794788273615635,0.8555917480998915,0.8501628664495114,0.8230184581976113,0.8165038002171553,0.8371335504885994,0.8327904451682954,0.8783930510314875,0.8360477741585234,0.8154180238870793,0.8273615635179153,0.8360477741585234,0.8306188925081434,0.8295331161780674,0.8403908794788274,0.8273615635179153,0.8425624321389794,0.8143322475570033,0.8317046688382194,0.8447339847991314,25
