Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy(low-quality client),Client 2 Accuracy(low-quality client),Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7336842105263158,27,0.7,2,10,0.5473684210526316,0.2536842105263158,0.5589473684210526,0.5221052631578947,0.6389473684210526,0.38105263157894737,0.5989473684210527,0.3505263157894737,0.49894736842105264,0.45789473684210524
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.751578947368421,28,0.7,2,10,0.39052631578947367,0.4105263157894737,0.41578947368421054,0.52,0.5789473684210527,0.5189473684210526,0.6557894736842105,0.5852631578947368,0.5126315789473684,0.5168421052631579
0101000010,321,"[2, 7, 9]",0.4631578947368421,29,0.7,2,10,0.5147368421052632,0.33789473684210525,0.4978947368421053,0.5452631578947369,0.508421052631579,0.5063157894736842,0.4189473684210526,0.5494736842105263,0.3936842105263158,0.48105263157894734
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.771578947368421,29,0.7,2,10,0.5147368421052632,0.33789473684210525,0.4978947368421053,0.5452631578947369,0.508421052631579,0.5063157894736842,0.4189473684210526,0.5494736842105263,0.3936842105263158,0.48105263157894734
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7115789473684211,30,0.7,2,10,0.32842105263157895,0.3273684210526316,0.44842105263157894,0.6863157894736842,0.3526315789473684,0.5694736842105264,0.49157894736842106,0.2694736842105263,0.4284210526315789,0.49894736842105264
0010100111,166,"[1, 2, 3, 6, 8]",0.46210526315789474,31,0.7,2,10,0.4305263157894737,0.3736842105263158,0.38526315789473686,0.5526315789473685,0.5136842105263157,0.36526315789473685,0.6494736842105263,0.3410526315789474,0.5557894736842105,0.62
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.708421052631579,31,0.7,2,10,0.4305263157894737,0.3736842105263158,0.38526315789473686,0.5526315789473685,0.5136842105263157,0.36526315789473685,0.6494736842105263,0.3410526315789474,0.5557894736842105,0.62
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7852631578947369,32,0.7,2,10,0.5326315789473685,0.47578947368421054,0.5473684210526316,0.6305263157894737,0.41789473684210526,0.4073684210526316,0.5431578947368421,0.5915789473684211,0.4494736842105263,0.39263157894736844
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7189473684210527,33,0.7,2,10,0.4431578947368421,0.4378947368421053,0.42736842105263156,0.3589473684210526,0.5389473684210526,0.5789473684210527,0.49473684210526314,0.54,0.4884210526315789,0.4747368421052632
0100001011,266,"[1, 2, 4, 9]",0.41578947368421054,34,0.7,2,10,0.4,0.28421052631578947,0.6136842105263158,0.3957894736842105,0.5378947368421053,0.4926315789473684,0.5736842105263158,0.5915789473684211,0.35578947368421054,0.508421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6968421052631579,34,0.7,2,10,0.4,0.28421052631578947,0.6136842105263158,0.3957894736842105,0.5378947368421053,0.4926315789473684,0.5736842105263158,0.5915789473684211,0.35578947368421054,0.508421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7442105263157894,35,0.7,2,10,0.4284210526315789,0.36105263157894735,0.3642105263157895,0.6336842105263157,0.5631578947368421,0.4831578947368421,0.6,0.5294736842105263,0.5263157894736842,0.32
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7557894736842106,36,0.7,2,10,0.46421052631578946,0.3063157894736842,0.42526315789473684,0.5515789473684211,0.5063157894736842,0.5136842105263157,0.6073684210526316,0.4494736842105263,0.4863157894736842,0.5673684210526316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.76,37,0.7,2,10,0.611578947368421,0.3126315789473684,0.6063157894736843,0.4905263157894737,0.46,0.4568421052631579,0.6168421052631579,0.6136842105263158,0.5221052631578947,0.3863157894736842
0000101011,42,"[1, 2, 4, 6]",0.4357894736842105,38,0.7,2,10,0.42105263157894735,0.3357894736842105,0.54,0.31684210526315787,0.6263157894736842,0.391578947368421,0.6631578947368421,0.47578947368421054,0.52,0.48736842105263156
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7526315789473684,38,0.7,2,10,0.42105263157894735,0.3357894736842105,0.54,0.31684210526315787,0.6263157894736842,0.391578947368421,0.6631578947368421,0.47578947368421054,0.52,0.48736842105263156
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6378947368421053,39,0.7,2,10,0.3273684210526316,0.3094736842105263,0.4515789473684211,0.3821052631578947,0.5347368421052632,0.4863157894736842,0.5473684210526316,0.3957894736842105,0.5494736842105263,0.43894736842105264
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7842105263157895,40,0.7,2,10,0.40210526315789474,0.46842105263157896,0.5768421052631579,0.5178947368421053,0.6021052631578947,0.5831578947368421,0.6642105263157895,0.33473684210526317,0.5410526315789473,0.5052631578947369
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7757894736842105,41,0.7,2,10,0.3831578947368421,0.41789473684210526,0.48,0.5736842105263158,0.4094736842105263,0.5421052631578948,0.6778947368421052,0.4473684210526316,0.5642105263157895,0.37157894736842106
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7578947368421053,42,0.7,2,10,0.6031578947368421,0.3821052631578947,0.4557894736842105,0.3336842105263158,0.5073684210526316,0.4568421052631579,0.6252631578947369,0.46210526315789474,0.5231578947368422,0.5357894736842105
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.771578947368421,43,0.7,2,10,0.42947368421052634,0.2810526315789474,0.5273684210526316,0.5852631578947368,0.5347368421052632,0.47157894736842104,0.671578947368421,0.6147368421052631,0.40210526315789474,0.4968421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7578947368421053,44,0.7,2,10,0.44842105263157894,0.48105263157894734,0.41368421052631577,0.43894736842105264,0.49473684210526314,0.43473684210526314,0.6189473684210526,0.5357894736842105,0.5473684210526316,0.45473684210526316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7463157894736843,45,0.7,2,10,0.5073684210526316,0.41368421052631577,0.4536842105263158,0.5231578947368422,0.5536842105263158,0.36736842105263157,0.6568421052631579,0.5021052631578947,0.41368421052631577,0.5010526315789474
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7473684210526316,46,0.7,2,10,0.5505263157894736,0.32210526315789473,0.5547368421052632,0.5094736842105263,0.4936842105263158,0.49473684210526314,0.651578947368421,0.3178947368421053,0.5736842105263158,0.4421052631578947
1110111111,958,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.631578947368421,47,0.7,2,10,0.3726315789473684,0.40842105263157896,0.4789473684210526,0.29368421052631577,0.35789473684210527,0.4473684210526316,0.6926315789473684,0.4357894736842105,0.5621052631578948,0.3736842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.78,48,0.7,2,10,0.37157894736842106,0.3263157894736842,0.4863157894736842,0.6821052631578948,0.5326315789473685,0.5694736842105264,0.6294736842105263,0.6884210526315789,0.4357894736842105,0.4105263157894737
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7778947368421053,49,0.7,2,10,0.4063157894736842,0.3231578947368421,0.5263157894736842,0.5926315789473684,0.5736842105263158,0.4694736842105263,0.6736842105263158,0.5757894736842105,0.5031578947368421,0.5673684210526316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6684210526315789,50,0.7,2,10,0.3831578947368421,0.3757894736842105,0.5136842105263157,0.4705263157894737,0.5831578947368421,0.41157894736842104,0.48105263157894734,0.5915789473684211,0.5368421052631579,0.47157894736842104
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.74,1,0.7,2,100,0.511578947368421,0.3452631578947368,0.4305263157894737,0.5126315789473684,0.41368421052631577,0.5547368421052632,0.6884210526315789,0.3968421052631579,0.5515789473684211,0.4905263157894737
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7936842105263158,2,0.7,2,100,0.5389473684210526,0.30842105263157893,0.5873684210526315,0.4568421052631579,0.5357894736842105,0.6484210526315789,0.7231578947368421,0.5810526315789474,0.4863157894736842,0.5715789473684211
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.76,3,0.7,2,100,0.3936842105263158,0.4431578947368421,0.4,0.5915789473684211,0.6157894736842106,0.3821052631578947,0.7010526315789474,0.4652631578947368,0.36105263157894735,0.48105263157894734
0100000111,262,"[1, 2, 3, 9]",0.45052631578947366,4,0.7,2,100,0.3063157894736842,0.3568421052631579,0.42105263157894735,0.5452631578947369,0.5515789473684211,0.6473684210526316,0.5557894736842105,0.6052631578947368,0.4126315789473684,0.5768421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7536842105263157,4,0.7,2,100,0.3063157894736842,0.3568421052631579,0.42105263157894735,0.5452631578947369,0.5515789473684211,0.6473684210526316,0.5557894736842105,0.6052631578947368,0.4126315789473684,0.5768421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.78,5,0.7,2,100,0.36526315789473685,0.3726315789473684,0.5410526315789473,0.5168421052631579,0.5452631578947369,0.5821052631578948,0.6621052631578948,0.6431578947368422,0.5547368421052632,0.4652631578947368
0100001111,270,"[1, 2, 3, 4, 9]",0.4326315789473684,6,0.7,2,100,0.36736842105263157,0.29157894736842105,0.3778947368421053,0.4,0.5736842105263158,0.6473684210526316,0.6926315789473684,0.5442105263157895,0.3357894736842105,0.4863157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.708421052631579,6,0.7,2,100,0.36736842105263157,0.29157894736842105,0.3778947368421053,0.4,0.5736842105263158,0.6473684210526316,0.6926315789473684,0.5442105263157895,0.3357894736842105,0.4863157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.716842105263158,7,0.7,2,100,0.36526315789473685,0.4610526315789474,0.30105263157894735,0.4673684210526316,0.5242105263157895,0.4863157894736842,0.6726315789473685,0.511578947368421,0.4747368421052632,0.48
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7863157894736842,8,0.7,2,100,0.42947368421052634,0.4305263157894737,0.4936842105263158,0.6294736842105263,0.5178947368421053,0.4494736842105263,0.6673684210526316,0.4842105263157895,0.5978947368421053,0.42526315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7789473684210526,9,0.7,2,100,0.39052631578947367,0.35789473684210527,0.48,0.47368421052631576,0.46,0.6484210526315789,0.3705263157894737,0.5547368421052632,0.5778947368421052,0.5842105263157895
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.791578947368421,10,0.7,2,100,0.5378947368421053,0.5031578947368421,0.5578947368421052,0.5831578947368421,0.608421052631579,0.5463157894736842,0.5978947368421053,0.6663157894736842,0.5663157894736842,0.5105263157894737
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6768421052631579,11,0.7,2,100,0.3336842105263158,0.3,0.4105263157894737,0.5147368421052632,0.5936842105263158,0.39789473684210525,0.43157894736842106,0.5978947368421053,0.4884210526315789,0.45789473684210524
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7736842105263158,12,0.7,2,100,0.4094736842105263,0.4536842105263158,0.4663157894736842,0.5821052631578948,0.5063157894736842,0.6757894736842105,0.588421052631579,0.4905263157894737,0.5663157894736842,0.30526315789473685
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6705263157894736,13,0.7,2,100,0.3368421052631579,0.4231578947368421,0.3736842105263158,0.4336842105263158,0.5178947368421053,0.4431578947368421,0.5694736842105264,0.3463157894736842,0.42210526315789476,0.42947368421052634
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.76,14,0.7,2,100,0.5873684210526315,0.3031578947368421,0.42210526315789476,0.48,0.5673684210526316,0.5905263157894737,0.6736842105263158,0.6663157894736842,0.4978947368421053,0.4968421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7631578947368421,15,0.7,2,100,0.5652631578947368,0.3505263157894737,0.49894736842105264,0.6252631578947369,0.5673684210526316,0.4421052631578947,0.4189473684210526,0.6052631578947368,0.39263157894736844,0.3831578947368421
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6873684210526316,16,0.7,2,100,0.30105263157894735,0.3294736842105263,0.41368421052631577,0.5284210526315789,0.6042105263157894,0.39052631578947367,0.46,0.4463157894736842,0.5673684210526316,0.47578947368421054
0000100011,34,"[1, 2, 6]",0.4326315789473684,17,0.7,2,100,0.31894736842105265,0.4073684210526316,0.5631578947368421,0.4957894736842105,0.5715789473684211,0.4242105263157895,0.6568421052631579,0.47157894736842104,0.5715789473684211,0.5421052631578948
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7789473684210526,17,0.7,2,100,0.31894736842105265,0.4073684210526316,0.5631578947368421,0.4957894736842105,0.5715789473684211,0.4242105263157895,0.6568421052631579,0.47157894736842104,0.5715789473684211,0.5421052631578948
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6968421052631579,18,0.7,2,100,0.30526315789473685,0.4747368421052632,0.47368421052631576,0.5936842105263158,0.41578947368421054,0.40842105263157896,0.4936842105263158,0.4515789473684211,0.48210526315789476,0.4494736842105263
1100001000,775,"[4, 9, 10]",0.3757894736842105,19,0.7,2,100,0.5347368421052632,0.4378947368421053,0.6726315789473685,0.3736842105263158,0.4536842105263158,0.4231578947368421,0.5673684210526316,0.4326315789473684,0.36526315789473685,0.36
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.708421052631579,19,0.7,2,100,0.5347368421052632,0.4378947368421053,0.6726315789473685,0.3736842105263158,0.4536842105263158,0.4231578947368421,0.5673684210526316,0.4326315789473684,0.36526315789473685,0.36
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7326315789473684,20,0.7,2,100,0.531578947368421,0.4568421052631579,0.48105263157894734,0.5031578947368421,0.608421052631579,0.4031578947368421,0.36526315789473685,0.5515789473684211,0.4726315789473684,0.5010526315789474
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7578947368421053,21,0.7,2,100,0.6010526315789474,0.38105263157894737,0.3684210526315789,0.6621052631578948,0.5821052631578948,0.5568421052631579,0.40210526315789474,0.6336842105263157,0.4536842105263158,0.4336842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7736842105263158,22,0.7,2,100,0.3463157894736842,0.38,0.5747368421052632,0.5684210526315789,0.5589473684210526,0.5294736842105263,0.7221052631578947,0.5463157894736842,0.5778947368421052,0.49157894736842106
0000100011,34,"[1, 2, 6]",0.4326315789473684,23,0.7,2,100,0.31894736842105265,0.4073684210526316,0.5631578947368421,0.4957894736842105,0.5715789473684211,0.4242105263157895,0.6568421052631579,0.47157894736842104,0.5715789473684211,0.5421052631578948
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7789473684210526,23,0.7,2,100,0.31894736842105265,0.4073684210526316,0.5631578947368421,0.4957894736842105,0.5715789473684211,0.4242105263157895,0.6568421052631579,0.47157894736842104,0.5715789473684211,0.5421052631578948
0000001011,10,"[1, 2, 4]",0.39263157894736844,24,0.7,2,100,0.31894736842105265,0.3473684210526316,0.5715789473684211,0.3873684210526316,0.5684210526315789,0.6263157894736842,0.6010526315789474,0.5452631578947369,0.4494736842105263,0.5126315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7557894736842106,24,0.7,2,100,0.31894736842105265,0.3473684210526316,0.5715789473684211,0.3873684210526316,0.5684210526315789,0.6263157894736842,0.6010526315789474,0.5452631578947369,0.4494736842105263,0.5126315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7642105263157895,25,0.7,2,100,0.40842105263157896,0.3031578947368421,0.6210526315789474,0.391578947368421,0.6210526315789474,0.4242105263157895,0.5715789473684211,0.46421052631578946,0.5347368421052632,0.5168421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7347368421052631,26,0.7,2,100,0.5347368421052632,0.4378947368421053,0.5557894736842105,0.5273684210526316,0.5347368421052632,0.4,0.4568421052631579,0.5242105263157895,0.5052631578947369,0.5021052631578947
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7,27,0.7,2,100,0.31157894736842107,0.33052631578947367,0.44842105263157894,0.4663157894736842,0.47578947368421054,0.5705263157894737,0.4357894736842105,0.4326315789473684,0.5431578947368421,0.4926315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7694736842105263,28,0.7,2,100,0.4842105263157895,0.4968421052631579,0.4421052631578947,0.4905263157894737,0.5663157894736842,0.4884210526315789,0.6663157894736842,0.49157894736842106,0.5168421052631579,0.5631578947368421
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7389473684210527,29,0.7,2,100,0.5031578947368421,0.3410526315789474,0.3178947368421053,0.6168421052631579,0.5473684210526316,0.5989473684210527,0.5094736842105263,0.631578947368421,0.3957894736842105,0.4231578947368421
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7589473684210526,30,0.7,2,100,0.3263157894736842,0.3821052631578947,0.5589473684210526,0.48736842105263156,0.5073684210526316,0.45789473684210524,0.7052631578947368,0.34842105263157896,0.5252631578947369,0.4052631578947368
