Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy(low-quality client),Client 2 Accuracy(low-quality client),Client 3 Accuracy(low-quality client),Client 4 Accuracy(low-quality client),Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
0000001011,10,"[1, 2, 4]",0.2905263157894737,1,4,4,10,0.2863157894736842,0.28526315789473683,0.4747368421052632,0.25894736842105265,0.54,0.4031578947368421,0.5873684210526315,0.5757894736842105,0.5378947368421053,0.4242105263157895
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6894736842105263,1,4,4,10,0.2863157894736842,0.28526315789473683,0.4747368421052632,0.25894736842105265,0.54,0.4031578947368421,0.5873684210526315,0.5757894736842105,0.5378947368421053,0.4242105263157895
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7294736842105263,2,4,4,10,0.3894736842105263,0.4231578947368421,0.23789473684210527,0.2231578947368421,0.5515789473684211,0.5378947368421053,0.7094736842105264,0.5536842105263158,0.5284210526315789,0.4905263157894737
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6989473684210527,3,4,4,10,0.24947368421052632,0.33473684210526317,0.26631578947368423,0.45052631578947366,0.5715789473684211,0.38421052631578945,0.6010526315789474,0.4463157894736842,0.5052631578947369,0.5094736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6063157894736843,4,4,4,10,0.3757894736842105,0.18736842105263157,0.19789473684210526,0.20526315789473684,0.5347368421052632,0.3863157894736842,0.5915789473684211,0.4789473684210526,0.5452631578947369,0.4631578947368421
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.72,5,4,4,10,0.1831578947368421,0.29578947368421055,0.27263157894736845,0.4326315789473684,0.5842105263157895,0.46421052631578946,0.64,0.4694736842105263,0.5178947368421053,0.4694736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7589473684210526,6,4,4,10,0.32842105263157895,0.25263157894736843,0.2,0.21789473684210525,0.6642105263157895,0.5578947368421052,0.6926315789473684,0.5378947368421053,0.4863157894736842,0.5726315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6831578947368421,7,4,4,10,0.26,0.3273684210526316,0.1957894736842105,0.44,0.5494736842105263,0.3989473684210526,0.6273684210526316,0.42736842105263156,0.508421052631579,0.5063157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6926315789473684,8,4,4,10,0.21789473684210525,0.23684210526315788,0.29368421052631577,0.28210526315789475,0.6031578947368421,0.4336842105263158,0.5863157894736842,0.6126315789473684,0.5842105263157895,0.4473684210526316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7221052631578947,9,4,4,10,0.4473684210526316,0.26526315789473687,0.23894736842105263,0.32105263157894737,0.5842105263157895,0.5273684210526316,0.6494736842105263,0.68,0.4421052631578947,0.3863157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5810526315789474,10,4,4,10,0.4189473684210526,0.29473684210526313,0.2305263157894737,0.13789473684210526,0.5105263157894737,0.4242105263157895,0.43157894736842106,0.3642105263157895,0.5347368421052632,0.4515789473684211
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6968421052631579,11,4,4,10,0.2336842105263158,0.34842105263157896,0.3568421052631579,0.36210526315789476,0.4263157894736842,0.58,0.5494736842105263,0.4663157894736842,0.5768421052631579,0.5
1110001111,910,"[1, 2, 3, 4, 8, 9, 10]",0.4968421052631579,12,4,4,10,0.2063157894736842,0.30736842105263157,0.38,0.2536842105263158,0.5726315789473684,0.6378947368421053,0.6905263157894737,0.4589473684210526,0.4768421052631579,0.3936842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7042105263157895,12,4,4,10,0.2063157894736842,0.30736842105263157,0.38,0.2536842105263158,0.5726315789473684,0.6378947368421053,0.6905263157894737,0.4589473684210526,0.4768421052631579,0.3936842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6736842105263158,13,4,4,10,0.20421052631578948,0.19263157894736843,0.24421052631578946,0.3831578947368421,0.5305263157894737,0.5947368421052631,0.5136842105263157,0.45263157894736844,0.4052631578947368,0.5368421052631579
1110111111,958,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.5905263157894737,14,4,4,10,0.2694736842105263,0.3294736842105263,0.2063157894736842,0.3494736842105263,0.5789473684210527,0.3989473684210526,0.6863157894736842,0.5442105263157895,0.48,0.41789473684210526
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6484210526315789,15,4,4,10,0.32210526315789473,0.24210526315789474,0.27789473684210525,0.2231578947368421,0.5042105263157894,0.5747368421052632,0.6031578947368421,0.3568421052631579,0.5431578947368421,0.42526315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6863157894736842,16,4,4,10,0.24736842105263157,0.4336842105263158,0.2873684210526316,0.5168421052631579,0.4557894736842105,0.3505263157894737,0.6589473684210526,0.4957894736842105,0.4726315789473684,0.44842105263157894
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6094736842105263,17,4,4,10,0.22842105263157894,0.33789473684210525,0.3042105263157895,0.30736842105263157,0.5347368421052632,0.4863157894736842,0.5473684210526316,0.3957894736842105,0.5494736842105263,0.43894736842105264
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7442105263157894,18,4,4,10,0.29578947368421055,0.23789473684210527,0.28526315789473683,0.3357894736842105,0.5705263157894737,0.5978947368421053,0.6789473684210526,0.6157894736842106,0.5705263157894737,0.5768421052631579
0000001011,10,"[1, 2, 4]",0.28842105263157897,20,4,4,10,0.24210526315789474,0.21789473684210525,0.3431578947368421,0.28421052631578947,0.6389473684210526,0.38105263157894737,0.5989473684210527,0.3505263157894737,0.49894736842105264,0.45789473684210524
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5473684210526316,21,4,4,10,0.19894736842105262,0.3031578947368421,0.35578947368421054,0.2073684210526316,0.3494736842105263,0.4357894736842105,0.4326315789473684,0.3705263157894737,0.4263157894736842,0.5326315789473685
1110111111,958,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.54,22,4,4,10,0.2168421052631579,0.3526315789473684,0.25473684210526315,0.34210526315789475,0.4968421052631579,0.4305263157894737,0.6526315789473685,0.3568421052631579,0.4168421052631579,0.3989473684210526
0000001111,14,"[1, 2, 3, 4]",0.3473684210526316,23,4,4,10,0.28,0.3031578947368421,0.23473684210526316,0.32210526315789473,0.5589473684210526,0.5873684210526315,0.6789473684210526,0.5789473684210527,0.4978947368421053,0.49157894736842106
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7126315789473684,23,4,4,10,0.28,0.3031578947368421,0.23473684210526316,0.32210526315789473,0.5589473684210526,0.5873684210526315,0.6789473684210526,0.5789473684210527,0.4978947368421053,0.49157894736842106
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7042105263157895,24,4,4,10,0.22842105263157894,0.31894736842105265,0.23157894736842105,0.23684210526315788,0.5273684210526316,0.39263157894736844,0.6389473684210526,0.6189473684210526,0.47578947368421054,0.52
